Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-12,29.1,15.8,54.2,0,0
Alcúdia,2026-06-12,28.9,15.8,67.3,18.7,0
Algaida,2026-06-12,28.7,17.4,60.2,28.1,0
Andratx,2026-06-12,28.5,18,59.7,19.8,0
Ariany,2026-06-12,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-12,27.7,14.9,69.2,22.4,0
Banyalbufar,2026-06-12,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-12,31.3,13.3,62.8,13.4,0
Búger,2026-06-12,30.2,13.7,61.2,17.2,0
Bunyola,2026-06-12,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-12,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-12,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-12,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-12,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-12,26.3,17.5,73,16.6,0
Consell,2026-06-12,30.1,13.3,64,19.8,0
Costitx,2026-06-12,32.1,14.7,60.6,11.1,0
Deià,2026-06-12,27.2,17.9,65.4,9.7,0
Escorca,2026-06-12,23.7,8.9,60.3,12.2,0
Esporles,2026-06-12,26.3,15.9,74,21.2,0
Estellencs,2026-06-12,25.8,17.6,67.9,13,0
Felanitx,2026-06-12,31.2,17,54.8,20.1,0
Fornalutx,2026-06-12,25.4,16.5,68.5,2.9,0
Inca,2026-06-12,33.6,17.3,57,18.7,0
Lloret de Vistalegre,2026-06-12,30.2,15.4,61.9,10.8,0
Lloseta,2026-06-12,30.1,14.9,58.8,25.6,0.1
Llubí,2026-06-12,31.3,15,56.3,13.3,0
Llucmajor,2026-06-12,,,,23,0
Manacor,2026-06-12,29.2,14.4,59.1,13.7,0
Mancor,2026-06-12,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-12,28.4,15.9,63.6,24.5,0
Marratxí,2026-06-12,30.9,16.7,63.7,17.9,0
Montuïri,2026-06-12,30.2,12.4,63.7,24.8,0
Muro,2026-06-12,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-12,29.7,18.7,68.2,14,0
Petra,2026-06-12,30.5,14.6,57.6,15.4,0
Pollença,2026-06-12,26.9,17.1,45.3,19.3,0
Porreres,2026-06-12,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-12,29.6,15.4,61.5,13,0
Puigpunyent,2026-06-12,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-12,29,15,65.6,9.7,0
Sant Joan,2026-06-12,28.6,16.2,53.6,16.6,0
Sant Llorenç des Cardassar,2026-06-12,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-12,31.5,15.2,61.3,14.3,0
Santa Eugènia,2026-06-12,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-12,29,16.7,61.5,16.2,0
Santa María del Camí,2026-06-12,29.9,14.6,62.2,21.2,0
Santanyí,2026-06-12,,,,8.2,0
Selva,2026-06-12,NaN,NaN,NaN,NaN,NaN
Sineu,2026-06-12,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-12,26.2,17.1,68.5,22.3,0
Son Servera,2026-06-12,28.2,17.3,54.8,20.2,0
Valldemossa,2026-06-12,24.2,15.7,69.6,7.6,0
Vilafranca de Bonany,2026-06-12,29,15.7,60.4,25.6,0
