Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-22,12.8,6.9,57,34,0,0
Alcúdia,2025-11-22,13.6,6.2,79,30,40.7,23.7
Algaida,2025-11-22,12.5,5.6,67,32,28.1,0
Andratx,2025-11-22,13.9,7.7,69,33,27.7,0
Ariany,2025-11-22,-,-,-,-,-,-
Artà,2025-11-22,-,-,-,-,-,-
Banyalbufar,2025-11-22,12.5,9.2,70,44,13.7,0
Binissalem,2025-11-22,14.3,3.9,84,37,10.5,0
Búger,2025-11-22,14.6,5.1,84,32,22.2,0
Bunyola,2025-11-22,13.4,6.1,81,34,36,0
Calvià,2025-11-22,14.8,6.9,71,33,31.2,0
Campanet,2025-11-22,-,-,-,-,-,-
Campos,2025-11-22,-,-,-,-,-,-
Capdepera,2025-11-22,13.6,8.9,62,30,27.7,0
Consell,2025-11-22,-,-,-,-,-,-
Costitx,2025-11-22,13.7,4.3,81,39,11.1,0
Deià,2025-11-22,13.5,8.4,60,37,18,0
Escorca,2025-11-22,6.1,2.3,79,50,19.8,0.79
Esporles,2025-11-22,12.8,5.6,87,46,27.7,0
Estellencs,2025-11-22,-,-,-,-,-,-
Felanitx,2025-11-22,-,-,-,-,-,-
Fornalutx,2025-11-22,12.4,5.1,78,38,17.7,0
Inca,2025-11-22,16.1,7.9,67,27,18.7,0
Lloret,2025-11-22,14.3,5.3,76,36,4.7,0
Lloseta,2025-11-22,13.7,5.9,72,27,47.5,0
Llubí,2025-11-22,14.3,5.6,76,30,17.3,0
Llucmajor,2025-11-22,12.8,4.9,76,37,22.3,0
Manacor,2025-11-22,13.6,2.9,75,29,14.8,0
Mancor,2025-11-22,-,-,-,-,-,-
Maria,2025-11-22,12.7,5.4,70,35,26.3,0
Marratxí,2025-11-22,14.6,6,67,37,21.9,0
Montuïri,2025-11-22,13,1.5,92,41,26.7,0
Muro,2025-11-22,13.7,7.5,73,35,0,0
Palma,2025-11-22,13.6,9.1,67,36,24.8,0
Petra,2025-11-22,13.4,4.9,70,29,18.7,5.08
Pollença,2025-11-22,12.4,8.5,47,23,29,0
Porreres,2025-11-22,13.1,5.2,64,33,17.6,0
Sa Pobla,2025-11-22,15.1,6.2,76,32,16.9,0
Puigpunyent,2025-11-22,-,-,-,-,-,-
Ses   Salines,2025-11-22,-,-,-,-,-,-
Sant   Joan,2025-11-22,13.3,4.3,72,30,14.3,0
Sant   Llorenç,2025-11-22,,,0,0,7.1,0
Sencelles,2025-11-22,-,-,-,-,-,-
Santa   Eugènia,2025-11-22,15.1,6.1,74,33,12.6,6.86
Santa   Margalida,2025-11-22,14.1,6.8,64,30,18.4,0
Santa   Maria,2025-11-22,-,-,-,-,-,-
Santanyi,2025-11-22,14.1,2.3,89,36,4,0
Selva,2025-11-22,14.3,6,78,33,15,1.52
Sineu,2025-11-22,15.3,4.8,82,39,14,0
Sóller,2025-11-22,-,-,-,-,-,-
Son   Servera,2025-11-22,,,,,,
Valldemossa,2025-11-22,-,-,-,-,-,-
Villafranca,2025-11-22,,,,,0,0
