Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-11,34.8,20.3,71,33,0,0
Alcúdia,2025-06-11,31.3,19.5,89,47,13,0
Algaida,2025-06-11,34.2,19.7,84,31,19.8,0
Andratx,2025-06-11,34.6,21,75,33,17.6,0
Ariany,2025-06-11,-,-,-,-,-,-
Artà,2025-06-11,33,17.1,96,48,19.3,0
Banyalbufar,2025-06-11,30.6,20,89,54,12.2,0
Binissalem,2025-06-11,37.4,18.1,90,34,11.9,0
Búger,2025-06-11,33.8,18.7,90,42,0,0
Bunyola,2025-06-11,36.6,19.3,80,30,16.9,0
Calvià,2025-06-11,32.4,19.2,83,33,13.7,0
Campanet,2025-06-11,-,-,-,-,-,-
Campos,2025-06-11,-,-,-,-,-,-
Capdepera,2025-06-11,31,21,86,46,17.2,0
Consell,2025-06-11,17.2,17.2,51,51,3.9,0
Costitx,2025-06-11,37.1,18.5,94,35,10.1,0
Deià,2025-06-11,32.2,21,78,25,12.2,0
Escorca,2025-06-11,30.8,13.1,88,42,14.4,0
Esporles,2025-06-11,34.7,18.7,88,41,17.7,0
Estellencs,2025-06-11,31.6,19.9,82,47,29.6,0
Felanitx,2025-06-11,26.3,26.2,71,71,5.6,0
Fornalutx,2025-06-11,32.7,19.8,76,33,18,0
Inca,2025-06-11,37.3,20.8,83,39,15.4,0
Lloret,2025-06-11,35.1,18.9,88,39,7.2,0
Lloseta,2025-06-11,35,18.8,89,38,27.7,0
Llubí,2025-06-11,35.9,18.8,86,36,12.2,0
Llucmajor,2025-06-11,33.2,20.2,87,42,18,0
Manacor,2025-06-11,31.4,17.9,95,47,15.5,0
Mancor,2025-06-11,-,-,-,-,-,-
Maria,2025-06-11,33.6,20.3,85,46,22.7,0
Marratxí,2025-06-11,34.3,20.5,84,36,19.3,0
Montuïri,2025-06-11,34.9,16.6,94,40,13.7,0
Muro,2025-06-11,32.2,20.2,88,49,0,0
Palma,2025-06-11,30.8,22,84,53,13,0
Petra,2025-06-11,34.7,18.5,90,35,15,0
Pollença,2025-06-11,31.3,20,70,36,20.9,0
Porreres,2025-06-11,34.6,19.7,82,35,16.9,0
Sa Pobla,2025-06-11,35.1,20.3,86,39,11.1,0
Puigpunyent,2025-06-11,35.4,18.2,86,34,16.7,0
Ses   Salines,2025-06-11,29.6,19.8,92,55,29.6,0
Sant   Joan,2025-06-11,33.6,20.1,70,39,15.3,0
Sant   Llorenç,2025-06-11,33.3,18.9,91,46,6.6,0
Sencelles,2025-06-11,34.1,19.5,86,40,22.5,0
Santa   Eugènia,2025-06-11,38.1,17.3,91,31,16.1,0
Santa   Margalida,2025-06-11,34.4,20.6,81,42,15.5,0
Santa   Maria,2025-06-11,-,-,-,-,-,-
Santanyi,2025-06-11,30.5,19.2,97,61,3.5,0
Selva,2025-06-11,-,-,-,-,-,-
Sineu,2025-06-11,37.1,18.1,95,45,14,0
Sóller,2025-06-11,32.4,19.7,85,27,25.9,0
Son   Servera,2025-06-11,-,-,-,-,-,-
Valldemossa,2025-06-11,31.7,19.3,76,35,20.9,0
Villafranca,2025-06-11,,,,,18,0
