Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-05,20.8,8.8,57.2,0,0
Alcúdia,2026-04-05,24.1,8.5,70,17.3,0
Algaida,2026-04-05,21.4,11,62.8,18.7,0
Andratx,2026-04-05,21.4,9.9,61.7,9.7,0
Ariany,2026-04-05,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-05,23.4,10,64.9,16.3,0
Banyalbufar,2026-04-05,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-05,22.7,6.8,69.1,7.9,0
Búger,2026-04-05,23.5,6.3,66,19.3,0
Bunyola,2026-04-05,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-05,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-05,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-05,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-05,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-05,20.9,12.2,56.5,21.2,0
Consell,2026-04-05,21.5,8.2,69.6,18.3,0
Costitx,2026-04-05,22,9.4,77.6,11.1,0
Deià,2026-04-05,21.4,13.1,51.4,9.4,0
Escorca,2026-04-05,17.3,3.1,72,14.4,0
Esporles,2026-04-05,21.4,6.9,72,21.6,0
Estellencs,2026-04-05,22.8,10.8,53.3,16.2,0
Felanitx,2026-04-05,22.8,12.3,66.5,13.7,0
Fornalutx,2026-04-05,21.8,11.5,55,15.1,0
Inca,2026-04-05,21.7,11.2,61,19.8,0
Lloret de Vistalegre,2026-04-05,23,10.5,72.1,6.1,0
Lloseta,2026-04-05,20.4,7.8,68.4,29.5,0
Llubí,2026-04-05,22.8,8.3,67.2,12.2,0
Llucmajor,2026-04-05,,,,15.8,0
Manacor,2026-04-05,22.3,9.1,69.8,15.5,0
Mancor,2026-04-05,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-05,22.2,10.2,68.4,16.2,0
Marratxí,2026-04-05,20.9,10.4,70.5,15.4,0
Montuïri,2026-04-05,22.1,5,72.2,20.9,0
Muro,2026-04-05,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-05,19.5,11,75.8,11.9,0
Petra,2026-04-05,22.9,7.9,67,15.8,0
Pollença,2026-04-05,22.1,9.6,52.3,24.1,0
Porreres,2026-04-05,21.3,10,63.1,17.6,0
Sa Pobla,2026-04-05,23.9,8.7,63.5,16.9,0
Puigpunyent,2026-04-05,20.2,11.2,52.9,14,0
Ses Salines,2026-04-05,23,7.1,75.4,6.1,0
Sant Joan,2026-04-05,21.5,9.3,60.1,13.5,0
Sant Llorenç des Cardassar,2026-04-05,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-05,22.2,9.5,70.7,13.4,0
Santa Eugènia,2026-04-05,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-05,23.8,10.1,63.5,12.6,0
Santa María del Camí,2026-04-05,20.5,8.3,67.9,17.3,0
Santanyí,2026-04-05,,,,3.2,0
Selva,2026-04-05,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-05,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-05,21.9,8.6,69.2,20.5,0
Son Servera,2026-04-05,20.9,10.5,64.2,20.5,0
Valldemossa,2026-04-05,20.5,12.5,46.3,16.6,0
Vilafranca de Bonany,2026-04-05,20.9,10,68.2,23.4,0
