Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-30,32.1,19.7,54.7,0,0
Alcúdia,2026-05-30,28.1,19.4,81.9,13.3,0
Algaida,2026-05-30,31.7,18.6,64.9,20.9,0
Andratx,2026-05-30,30.2,21.6,54.9,9.7,0
Ariany,2026-05-30,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-30,30.6,17.6,75.7,17.2,0
Banyalbufar,2026-05-30,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-30,35,17.9,69.9,12.2,0
Búger,2026-05-30,30.8,18.1,75.3,22.2,0
Bunyola,2026-05-30,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-30,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-30,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-30,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-30,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-30,28.9,20.2,81.6,14,0
Consell,2026-05-30,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-30,36,19.3,71,10.8,0
Deià,2026-05-30,29.6,21.9,50.1,8.6,0
Escorca,2026-05-30,28.5,15.3,63.1,11.9,0
Esporles,2026-05-30,32.6,19.7,57.8,16.6,0
Estellencs,2026-05-30,29.3,21,55.8,11.5,0
Felanitx,2026-05-30,32,19.5,67.2,20.4,0
Fornalutx,2026-05-30,29.8,20.6,45.4,13,0
Inca,2026-05-30,34.9,20.8,67,9.3,0
Lloret de Vistalegre,2026-05-30,32.5,19,73.5,6.1,0
Lloseta,2026-05-30,31.8,18.4,68.2,20.9,0.2
Llubí,2026-05-30,33.2,19.2,67.9,11.9,0
Llucmajor,2026-05-30,,,,17.3,0
Manacor,2026-05-30,30.7,18.1,71.3,19.4,0
Mancor,2026-05-30,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-30,30.8,19.5,79.1,16.2,0
Marratxí,2026-05-30,31,19.6,72.1,15.4,0
Montuïri,2026-05-30,33.3,16.5,73.2,21.9,0
Muro,2026-05-30,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-30,28.2,21.2,78.4,12.6,0
Petra,2026-05-30,34.1,19.4,64.1,18.7,0
Pollença,2026-05-30,26.5,19.2,59.8,14.5,0
Porreres,2026-05-30,33.4,19.4,65.7,18.4,0
Sa Pobla,2026-05-30,29.5,19.8,73.8,16.3,0
Puigpunyent,2026-05-30,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-30,31,18.3,70.3,6.1,0
Sant Joan,2026-05-30,31.9,19.8,48.9,14,0
Sant Llorenç des Cardassar,2026-05-30,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-30,34.9,18.4,68.4,13,0
Santa Eugènia,2026-05-30,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-30,30.2,20.3,77.4,16.2,0
Santa María del Camí,2026-05-30,31.6,18.3,70.4,18.4,0
Santanyí,2026-05-30,,,,2.1,0
Selva,2026-05-30,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-30,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-30,29.5,19.3,55.4,21.2,0
Son Servera,2026-05-30,28.1,19.3,72,14.8,0
Valldemossa,2026-05-30,28.8,21.1,40.9,7.9,0
Vilafranca de Bonany,2026-05-30,33.1,18.8,69.1,19.1,0
