Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-04,31.4,19.9,76,36,0,0
Alcúdia,2025-09-04,33.2,19.1,88,39,32,0
Algaida,2025-09-04,31.3,19.9,83,38,25.2,0
Andratx,2025-09-04,30.8,21.4,78,39,16.2,0
Ariany,2025-09-04,-,-,-,-,-,-
Artà,2025-09-04,30.7,16.3,98,56,27.8,0
Banyalbufar,2025-09-04,29.4,20.6,80,51,7.9,0
Binissalem,2025-09-04,34.1,16.7,92,34,10.5,0
Búger,2025-09-04,36.9,17.3,90,26,22.5,0
Bunyola,2025-09-04,32.3,18.8,90,32,18,0
Calvià,2025-09-04,29.5,20.5,84,32,18.3,0
Campanet,2025-09-04,-,-,-,-,-,-
Campos,2025-09-04,31.5,18.3,90,51,38.9,0
Capdepera,2025-09-04,28.1,21.9,85,64,19.8,0
Consell,2025-09-04,-,-,-,-,-,-
Costitx,2025-09-04,33.8,17.6,98,34,11.9,0
Deià,2025-09-04,30.5,22.1,72,41,10.4,0
Escorca,2025-09-04,29.1,9.9,91,33,14.4,0
Esporles,2025-09-04,30.2,18.1,94,46,12.6,0
Estellencs,2025-09-04,-,-,-,-,-,-
Felanitx,2025-09-04,28.8,19.2,89,54,29.6,0
Fornalutx,2025-09-04,31.9,20.3,77,29,15.4,0
Inca,2025-09-04,32.6,20.9,79,35,14.8,0
Lloret,2025-09-04,31.9,18,92,41,6.4,0
Lloseta,2025-09-04,31.7,19.5,84,35,36,0
Llubí,2025-09-04,34.8,17.5,88,31,13.7,0
Llucmajor,2025-09-04,30,19.5,85,49,19.4,0
Manacor,2025-09-04,30,18.2,91,54,20.5,0
Mancor,2025-09-04,-,-,-,-,-,-
Maria,2025-09-04,-,-,-,-,-,-
Marratxí,2025-09-04,32,20.9,85,37,19,0
Montuïri,2025-09-04,31.7,14.7,96,46,23.8,0
Muro,2025-09-04,33.6,20.9,86,36,0,0
Palma,2025-09-04,30.5,22,80,53,11.2,0
Petra,2025-09-04,32.9,17.9,92,35,16.1,0
Pollença,2025-09-04,31.1,19.5,60,19,29.6,0
Porreres,2025-09-04,31,19.1,84,42,20.5,0
Sa Pobla,2025-09-04,35.3,20.1,82,32,15.4,0
Puigpunyent,2025-09-04,-,-,-,-,-,-
Ses   Salines,2025-09-04,28.6,19.8,86,60,29.6,0
Sant   Joan,2025-09-04,30.5,19.3,68,43,15.9,0
Sant   Llorenç,2025-09-04,32.5,18.1,90,48,6,0
Sencelles,2025-09-04,31.1,18.8,87,39,29.6,0
Santa   Eugènia,2025-09-04,34.2,15.3,94,37,15.8,0
Santa   Margalida,2025-09-04,32.6,20.5,82,39,17.6,0
Santa   Maria,2025-09-04,-,-,-,-,-,-
Santanyi,2025-09-04,32.4,19.3,88,56,1.4,0
Selva,2025-09-04,32.9,21.1,81,28,10,0
Sineu,2025-09-04,34.4,18.2,97,40,13.4,0
Sóller,2025-09-04,31.8,21.3,77,30,25.9,0
Son   Servera,2025-09-04,,,,,,
Valldemossa,2025-09-04,28.5,18.9,84,32,22.5,0
Villafranca,2025-09-04,,,,,0,0
